,STATE,STATUS,STATE SUMMARY,Source of Action,Name of Source,Type of Action,Order/declaration affects residential eviction/civil proceedings ,Hyperlink to Source (Not Included in State Summary Row),Date of Issue,Effective Date,Expiration Date ,Date Moratorium Began to Lift,Expired/Replaced,Prohibits law enforcement from executing new and past orders of eviction,"Status of non-emergency civil court proceedings 
",Remote hearings allowed in non-emergency civil cases ,"Applies to civil cases, which should include eviction cases ",Applies to eviction cases directly,Applies to commercial eviction directly,Applies to foreclosure or foreclosure eviction cases directly,"Exempts criminal activity, damage to property, emergency, nuisance or cases to protect public health from eviction freeze ",Only applies to certain eviction cases ,"If limited to certain eviction cases, the freeze only applies to these cases  
","Tolls, extends or stays court deadlines",Date to which deadlines are tolled,"Suspends all five stages of eviction (notice, filing, hearing, ruling, execution) ",1. Suspends Notice of Eviction to Tenant ,2. Suspends Filing of Eviction Claim,3. Suspends Hearings on Eviction ,"4. Stays Order, Judgment or Writ of Eviction ",5. Suspends enforcement of new order of eviction,Prohibits issuance of late fees to landlord ,Requires certification that property is not covered under CARES Act Moratorium,Order/Declaration discusses effect of housing on public health,Order/Declaration discusses economic consequences on housing,Model order,Brief Summary of What Order Does,Moratorium Extended Past Emergency Declaration,Free Utility Reconnection,No Utility Disconnection,No Reporting to Credit Bureau,Grace Period to Pay Rent,Length of Time for Grace Period,No Late Fees,"Length of Time for No Late Fees 
mm/dd/yyyy",Legal Counsel for Tenants,No Rent Raises,"Length of Time for No Rent Raises
mm/dd/yyyy",Foreclosure Moratorium,"Length of Time for Foreclosure Moratorium
mm/dd/yyyy",Housing Stabilization,Length of time for Housing Stabilization mm/dd/yyyy
,NEW YORK (NY),,,Governor,Andrew Cuomo,Eviction Moratorium,Y,NY_Governer_EO202.38_060620,6/6/20,6/6/20,7/6/20,,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,07/06/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,"Extends previous order tolling deadlines to prosecute legal matters to July 6, 2020.",N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,NEW YORK (NY),,,Governor,Andrew Cuomo,,Y,NY Governor_ExecOrderNo.202.28_050720,5/7/20,5/7/20,8/20/20 (eviction moratorium); 6/6/20 (measures to help tenants pay),,N,Y,N/A,N/A,Y,Y,Y,Y,N,Y,Non-payment,N,N/A,N,Y,Y,N,N,Y,Y,N,N,Y,N,"Prohibits initiation of a proceeding or enforcement of either an eviction of any residential or commercial tenant, for nonpayment of rent or a foreclosure of any residential or commercial mortgage, for nonpayment of such mortgage, owned or rented by someone that is eligible for unemployment insurance or benefits under state or federal law or otherwise facing financial hardship due to the COVID-19 pandemic for a period of sixty days beginning on June 20, 2020. Suspends Subdivision 2 of section 238-a of the Real Property Law to provide that no landlord, lessor, sub-lessor or grantor shall demand or be entitled to any payment, fee or charge for late payment of rent occurring during the time period from March 20, 2020, through August 20, 2020. Allows tenants to use security deposit to pay any rent arrears. ",Y,N/A,N/A,N/A,N/A,N/A,Y,8/20/20,N/A,N/A,N/A,Y,44063,N/A,N/A
,NEW YORK (NY),,,Governor,Andrew Cuomo,,N,NY_Governor_ExecOrderNo. 202.16_041220,4/12/20,4/12/20,open,,Partial,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Suspends provisions of law dealing with removal of month-to-month tenants or that would create a landlord-tenant relationship between those assisting in pandemic response or who have been displaced and any temporary housing provider (e.g. hotel, nonprofit, etc.)",N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N/A,Y,44001,N,N/A
,NEW YORK (NY),,,Governor,Andrew Cuomo,Eviction Moratorium,Y,NY_Governor_EO202.14_040720,4/7/20,4/7/20,5/7/20,,Y,N,N/A,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,Y,05/07/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,"Extends previous order tolling deadlines to prosecute legal matters to July 6, 2020.",N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,NEW YORK (NY),,,Governor,Andrew Cuomo,,Y,NY_Governor_ExecOrder202.8_032020,3/20/20,3/20/20,6/18/20,,Partial,Y,N/A,N/A,Y,Y,Y,Y,N,N,N/A,Y,4/19/20,N,N,N,N,N,Y,N,N,N,N,N,"This Executive Order declared that no enforcement of either an eviction of any tenant residential or commercial, or a foreclosure of any residential or commercial property for a period of ninety days. ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,44002,N/A,N/A
,NEW YORK (NY),,,Attorney General,Letitia James,Tenancy Preservation,N,NY_AttyGenl_Guidance_050420,5/4/20,5/4/20,N/A,,N,,,,,,,,,,,,,,,,,,,,,,,,Attorney General Guidance to Law Enforcement on Prosecuting Unlawful Evictions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,NEW YORK (NY),,,Attorney General,,Tenancy Preservation,N,NY_AttorneyGeneral_PressRelease_041620,4/16/20,4/16/20,n/a,,N,N,N/A,N/A,N/A,Y,N,N,N/A,N/A,N/A,N,N/a,N,N,N,N,N,N,N,N,N,N,N,"Nice summary of eviction rules now in effect in NYC, including who to call/how to get relief if your landlord tries to evict you illegally.",,,,,,,,,,,,,,,
,NEW YORK (NY),,,Legislation,New York State Legislator ,Eviction Moratorium,Y,NY_NewYorkStateLegislator_8192--B_063020,6/30/20,6/30/20,Until all Covid-19 restrictions on public gatherings and non-essential businesses are lifted. ,,N,N,N/A,N/A,N/A,Y,N,N,N,Y,Nonpayment Related to COVID-19,N,,N,N,N,N,COVID-19 Related,COVID-19 Related,N,N/A,N/A,N/A,N,"The law strengthens the Governor's 90-day eviction moratorium by suspending evictions of tenants who raise financial hardship as a defense for non-payment during the COVID-19 emergency period. The measure applies to any unpaid rent accrued between March 7 and the yet-to-be-determined date when the state lifts all COVID-related restrictions on nonessential gatherings and businesses. When considering whether a tenant has suffered financial hardship, courts are instructed to consider a tenant's income, liquid assets, and eligibility for other assistance programs. After the Governor's eviction moratorium lifts, tenants can use rental debt accrued under the moratorium as evidence of COVID-19-related financial hardship. ",N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,NEW YORK (NY),,,Legislation,NY State Senate,Short Term Housing Support,N,NY_Senate_S8428_061720,6/17/20,6/17/20,End of Emergency ,,N,N,N/A,N/A,N/A,N,N,Y,N,N/A,N/A,N,N/A,N,N,N,N,N,N,N,N/A,N/A,N/A,N,Amends S8243 to expand the category of mortgagers who qualify for relief to anyone who can demonstrate COVID-19 related financial hardship. Stipulates that the 180-day extension will be contingent on proof of continued hardship. ,N/A,N/A,N/A,Y,N/A,N/A,Y ,Length of mortgage forebearance. ,N/A,N/A,N/A,N,N/A,N/A,N/A
,NEW YORK (NY),,,Legislation,NY State Senate,Tenancy Preservation,N,NY_Senate_S6458_061420,6/11/20,6/14/20,N/A,,N/A,N,N/A,N/A,N/A,Y,N,N,N,N,N/A,N/A,N/A,No Order/ Declaration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Enacts the ""Housing Stability and Tenant Protection act of 2019""; extends and makes certain provisions of law permanent relating to rent control and rent stabilization (Part A); repeals provisions of law relating to rent increases after vacancy of housing accommodations (Part B); relates to vacancy of certain housing accommodations (Part C);  relates to vacancies in certain housing accommodations and repeals various provisions of law relating to vacancy decontrol (Part D); relates to regulation of rents (Part E); relates to investigation of rent overcharge complaints (Part F); establishes the ""statewide tenant protection act of 2019""; expands rent and eviction protections statewide (Part G); relates to rent adjustments and prohibition of fuel pass-along charges (Part H); relates to recovery of certain housing accommodations (Part I); relates to not-for-profits use of certain residential dwellings (Part J); relates to the temporary increase in rent in certain cases (Part K); enacts the ""rent regulation reporting act of 2019"" (Part L); enacts the ""statewide housing security and tenant protection act of 2019"" (Part M); relates to conversions to cooperative or condominium ownership in New York city (Part N); and relates to the duties and responsibilities of manufactured home park owners and residents (Part O).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,NEW YORK (NY),,,Legislation,NY State Senate,Foreclosure Moratorium,Y,NY_Senate_S8243C_052720,5/27/20,6/17/20,"until the date on which none of the provisions that closed or otherwise restricted public or private
businesses or places of public accommodation",,N,N,N/A,N/A,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,N,N,N,N,"Provides for forbearance of residential mortgage payments; New York regulated banking organizations must make applications for forbearance for residential mortgages widely available to qualified mortgagors [§2(a)] and grant such applications for a period of 180 days, with an option to extend an additional 180 days [§2(b)].  Mortgagors who are granted forebearance have several options to to pay back the accrured payments but may not be charged late fees [§3(a)-(c)]. Banking institutions may not report a mortgagor's forebearance as negative information to any credit bureau [§3(d)]. Compliance with this act is a condition precedent for filing for foreclosure, and a defendant how raises and a defendant may raise failure to comply with this act as a defense in any foreclosure action based on missed payments [§4]. The legislation is retroactive from 03/7/20. ",N/A,N/A,N/A,Y,N,N/A,Y,6 months,N,N/A,N/A,Y,N/A,N,N/A
,NEW YORK (NY),,,Legislation,Senate Bill,Short Term Housing Support,,NY_Legislature_S8192B,5/28/20,,8/20/20,,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Establishes a rent relief fund with $100 million in funding. Eligible Applicants would need to demonstrate (i) an income below 80 percent of the area median income, as adjusted for family size, both prior to March 7, 2020 and at the time of application; (ii) a rent burden both prior to March 7, 2020 and at the time of application; and (iii) lost income during the coverage period (April 1-July 31) [§2(1)(b)].  Upon approval, applicants would receive a voucher for an amount equal to the difference between the applicant's rent burden on March 1, 2020 and their rent burden during the month or months assistance is requested for that they would provide to their landlord. ",,,,,,,,,,,,,,,
,NEW YORK (NY),,,Legislation,Senate Bill,Eviction Moratorium,Y,NY_Legislature_S8419,5/27/20,,Pending,,N/A,N,N/A,N/A,Y,Y,N,N,N,Y,Non-payment,N,N/A,N,N,N,N,Y,N,N,N,N,N,N,"From March 7, 2020 to the end of the State of Emergency, no court could issue an order of eviction against a residential tenant for non-payment of rent when the tenant can demonstrate financial hardship [§2(1)]. Tenant must raise financial hardship as a defense, and the court must make its determination based on tenant's loss of income, available liquid assets and eligibility for governmental assistance [§2(2)]. The bill would not prohibit courts from awarding judgments to landlords of rent due [§2(3)]. ",,,,,,,,,,,,,,,
,NEW YORK (NY),,,Legislation,NY State Senate,Short Term Housing Support,N,NY_Senate_S8140_032920,3/29/20,,Pending,,,N,,,,,,,,,,,,N/A,,,,,,,N,Y,Y,,"Senate Bill S8140A calls for establishing a COVID-19 emergency rental assistance program, similar to a program passed by the NJ State legislature. This bill was modifed, sclaed back, and passed.",,,,,,,,,,,,,,,
,NEW YORK (NY),,,Legislation,NY State Senate,Short Term Housing Support,N/A,NY_Senate_S8125A_032320,3/23/20,,Pending,,N/A,N,N/A,,,Y,Y,N,,Y,,,,N,N,N,N,N,N,Y,N,,Y,,Senate Bill S8125A suspending rent payments for certain residential tenants and small business commercial tenants and certain mortgage payments for ninety days in response to the outbreak of COVID. The Bill is sponsored by State Senator Gianaris (D-Queens) and currently has twenty-one co-sponsors in a 63 person chamber. The State Senate plans to resume operations starting next week [May 26th],N/A,,,,,,Y,90 days,,,,,,,
,NEW YORK (NY),,,Utility Board,NY State Public Service Comission,Utilities,N,NY_NYSPUC_Agreement_031620,3/16/20,3/16/20,N/A,,N,N,,,,N,,,,,,,,,,,,,,,N,,,,"NY State Department of Public Service announced that it would immediately work with utilities across the state to ensure any customers affected by COVID-19 restrictions they will not lose power or heat due to financial hardship. The state’s major electric, gas, and water utilities will take immediate action to suspend service shutoffs to households during the COVID-19 outbreak.",N,N,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NORTH CAROLINA (NC) CURRENT SUMMARY,Eviction Cases can Resume (Remote or In-Person),"The Supreme Court of North Carolina has resumed ejectment and foreclosure actions as of June 21, and sheriffs are not required to execute pending writs until June 30. The Supreme Court also gave defendants 30 days to appear after a summons for a summary ejectment or small claims eviction is issued, prohibited courts from issuing a writ of possession in a summary ejectment proceeding without CARES Act certification, and created a mediation program for summary ejectement proceedings. The Governor's executive order prohibiting evictions for nonpayment of rent expired on June 21, but the order granted tenants 6 months from the expiration of the order to pay back any rent that accrued while the order was in effect. Utility shut offs are prohibited through July 29.",Court,,,Y,,,,6/21/20,6/21/20,Y,N,Local Discretion,Y,Y,Y,Y,Y,N,N,N/A,N,,N,N,N,N,N,N,N,Y,N,N,N,,N,Y,Y,N,N,N/A,N,N/A,N,N,N/A,N,N/A,N,N/A
,NORTH CAROLINA (NC) PEAK COVERAGE SUMMARY,,"The Supreme Court of North Carolina has postponed ejectment and foreclosure actions, but has not explicitly stayed eviction orders that were already approved. The governor issued an executive order prohibiting evictions for nonpayment of rent and giving tenants 6 months from the expiration of the order on June 21 to pay back any rent that accrues while the order is in effect. Utility shut offs are prohibited through July 29.",,,,,,5/30/20,6/21/20,6/21/20,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,Y,NC_ChiefJustice_EmergencyOrder20_062020,6/20/20,6/20/20,Open,,N,N,N/A,N/A,N,Y,,N,N,N,,N,,N,N,N,N,N,N,N,N,N,Y,N,"Recognizing that catastrophic conditions from the COVID-19 pandemic continue to exist, Emergency Directive 20 orders that when a plaintiff files a summary ejectment or small claim eviction, the summons issued by the clerk of the Superior Court must give the defendant at least 30 days to appear, nonwithstanding the statutory time limitation of 7 days. ",N,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,Eviction Moratorium,Y,NC_ChiefJustice_Order_053020,5/30/20,5/30/20,06/21/20,,Y,,N/A,N/A,Y,Y,N,N,N,N,N/A,N,N/A,N,N,N,Y,N,N,N,Y,N,N,N,Emergency Directive 17 stays all evictions in the trial divisions until 06/21. Sheriffs are not required to execute pending writs or make due return of writs until 06/30. Emergency Directive 18 prohibits a court for issuing a writ of possession in a summary ejectment proceeding absent a finding that the property is not subject to the CARES Act. This requirement applies retroactively to any case filed on or after 03/27. Emergency Directive 19 establishes a voluntary mediation program for summary ejectment actions.,,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,N,NC_ChiefJustice_Order_Reopening_052120,5/21/20,5/21/20,open,,N,N,Local Discretion,Y,Y,N,N,N,N,N,N/A,N,N/A,N,N,N,N,N,N,N,N,N,N,N,Emergency Directive 9 states that courts should not conduct in-person proceedings when social distancing guidelines cannot be followed. Courts should continue to make use of remote technology whenever possible.,,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,N,NC_ChiefJustice_Order_Filings_052120,5/21/20,5/21/20,open,,N,N,N/A,N/A,Y,N,N,N,N/A,N/A,N/A,Y,06/01/20,N,N,N,N,N,N,N,N,N,N,N,All deadlines for filing or other action that would have come due between 3/16 and 6/1 will be timely if filed or done by 06/01. All periods of limitations that would have expired between 03/16 and 06/01 are extended to 07/31.,,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,Y,NC_ChiefJustice_OrderN.C.G.S. § 7A-39(b)(2)_050120,5/1/20,5/1/20,6/1/20,,Y,N,All Suspended,Y,Y,N,N,N,N/A,N/A,N/A,N,n/a,N,N,N,In Effect Y,N,N,N,N,N,N,N,"Similar to previous directive, court proceedings should be rescheduled no later than 6/1 unless it meets the same stated exceptions. Restricts court entry; authorizes any proceeding to be conducted using tech.",,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,Y,NC_ChiefJusticeOrder_041320,4/13/20,4/13/20,open,,Y,N,N/A,N/A,Y,N,N,N,N/A,N/A,N/A,Y,6/1/20,N,N,N,N,N,N,N,N,N,N,N,Anything that should have been filed or done between 3/16 and 6/1 in trial courts is considered timely filed or done if by 6/1.,,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,Y,NC_ChiefJusticeOrder_040220,4/2/20,4/2/20,5/1/20,,Y,N,All Suspended,Y,Y,N,N,N,N/A,N/A,N/A,N,N/A,N,N,N,In Effect Y,N,N,N,,N,N,N,"Orders court proceedings to be scheduled or rescheduled for a date no sooner than 6/1/20, unless:
1. the proceeding will be conducted remotely;
2. the proceeding is necessary to preserve the right to due process of law;
3. the proceeding is for the purpose of obtaining emergency relief; or
4. the senior resident superior court judge, chief business court judge, or chief district court judge determines that the proceeding can be conducted under conditions that protect the health and safety of all participants.",,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,Y,NC_SupremeCourtOrder_032720,3/27/20,3/27/20,Open,,N,N,N/A,N/A,Y,N,N,N,N/A,N/A,N/A,Y,5/29/20,N,N,N,N/A,N/A,N,N,,N,N,N,Order extends deadlines in the appellate courts.,,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,Y,NC_SupremeCourt_Order_031920,3/19/20,3/16/20,Open,,Partial,N,N/A,N/A,Y,N,N,N,N/A,N/A,N/A,Y,4/17/20,N,N,N,N/A,N/A,N,N,,N,N,N,"Orders that all acts, pleadings, motions, notices, and other documents and papers that were or are due to be filed in any county of the state on or after 3/16/20 and before the close of business on 4/17/20 in civil actions, criminal actions, estates, and special proceedings shall be deemed to be timely filed if they are filed before the close of business on 4/17/20. This order does not apply to documents and papers due to be filed or acts due to be done in the appellate courts.",,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,Y,NC_ChiefJustice_Memo_031620,3/15/20,3/15/20,Open,,N,N,All Suspended,Y,Y,Y,N,Y,N,N,N/A,N,N/A,N,N,N,Y,N,N,N,,N,N,N,"This memorandum from the Chief Justice directs Senior Superior Court Judges to postpone non-essential court functions, including foreclosure and ejectment actions. Other actions that cannot be conducted remotely must be postponed.",,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Court,Chief Justice Cheri Beasley,,Y,NC_SupremeCourt_Order_031320,3/13/20,3/16/20,Open,,N,N,All Suspended,Y,Y,N,N,N,N,N/A,N/A,N,N/A,N,N,N,In Effect Y,N,N,N,,N,N,N,"Orders court proceedings to be scheduled or rescheduled for a date no sooner than 30 days from the issuance of the order, unless:
1. the proceeding will be conducted remotely;
2. the proceeding is necessary to preserve the right to due process of law;
3. the proceeding is for the purpose of obtaining emergency relief; or
4. the senior resident superior court judge, chief business court judge, or chief district court judge determines that the proceeding can be conducted under conditions that protect the health and safety of all participants.",,,,,,,,,,,,,,,
,NORTH CAROLINA (NC),,,Governor,Gov. Roy Cooper,Eviction Moratorium,,NC_Governor_ExecutiveOrder_053020,5/30/20,5/30/20,6/21/20,,Y,N,N/A,N/A,N,Y,Y,N,Y,Y,Non-payment,N,N/A,N,Y,Y,N,N,N,Y,N,Y,Y,N,"In cases of late payment or no payment, landlords may not initiate or take any action to further summary ejection or other eviction proceedings [§1(B)(1)(a)]. Landlords may not require tenants to vacate for reason of late payment or nonpayment [§1(B)(1)(b)]. Leases are modified so as to disallow eviction for late payment/non-payment [§1(B)(1)(c)].  Landlords may not assess any fees for late payment or non-payment; interest on any existing fees is paused while the order remains in effect [§1(B)(2)]. Tenants will have 6 months from the expiration of the order to pay back any rent that accrues while the order is in effect [§1(B)(3)].  Landlords may not self-help evict or require commercial tenants to vacate for non-payment or late payment so long as the landlord is aware that such non-payment/late payment is caused by COVID-19 and the tenant provides documentation [§1(C)(1)(a)-(b)]. Before engaging in self-help eviction of a commercial tenant, landlords have a duty to inquire whether the late payment/non-payment is caused by COVID-19 and give tenants 72 hours to respond [§1(C)(2)]. Commercial landlords may not charge late fees while the order is in effect, and interest on an existing late fees is paused [§1(C)(3)]. Commercial tenants have 6 months from the expiration of the order to pay rent that comes due while the order is in effect [§1(C)(4)]. Utility shutoff order is extended to July 29, 2020.",N,N/A,Y,N,Y,6 months from expiration of effective period of this order.,Y,during the effective period of this order,N,N,N/A,N,N/A,,
